data_time,id,name,address,telephone,longitude,latitude,district,city,nhi,pharmacy_per_10k
2026-05-02 20:24:15,18,連雲藥局,臺北市中正區連雲街79號,(02)23410504,121.5301606,25.03436039,中正區,臺北市,True,4.56
2026-05-02 20:24:15,19,合泰大藥局,臺北市中正區衡陽路26號,(02)23899977,121.512863,25.04220736,中正區,臺北市,True,4.56
2026-05-02 20:24:15,20,吉星藥局,臺北市中正區襄陽路１９號１樓,(02)23117779,121.5153922,25.04349251,中正區,臺北市,True,4.56
2026-05-02 20:24:15,21,丞良藥局,臺北市中正區南昌路一段７８號地下一樓,(02)33938868,121.517267,25.030983,中正區,臺北市,True,4.56
2026-05-02 20:24:15,22,慶安藥局,臺北市中正區徐州路26號,(02)23582385,121.5234096,25.04061204,中正區,臺北市,True,4.56
2026-05-02 20:24:15,23,達昌藥局,臺北市中正區汀州路一段207號,(02)23390109,121.5116217,25.0269163,中正區,臺北市,True,4.56
2026-05-02 20:24:15,24,大愛生活藥局,臺北市中正區汀州路二段232號,(02)23661155,121.5242627,25.02189463,中正區,臺北市,True,4.56
2026-05-02 20:24:15,25,台醫藥局,臺北市中正區公園路30巷4號,(02)23141202,121.5165555,25.04416104,中正區,臺北市,True,4.56
2026-05-02 20:24:15,26,佑康大藥局,臺北市中正區汀州路2段115號1樓,(02)23683602,121.5189322,25.02520581,中正區,臺北市,True,4.56
2026-05-02 20:24:15,27,佳和藥局,臺北市中正區黎明里公園路30號,,121.5168566,25.0444824,中正區,臺北市,True,4.56
2026-05-02 20:24:15,28,正康藥局,臺北市中正區漢口街1段22號,(02)23712831,121.5142319,25.04507378,中正區,臺北市,True,4.56
2026-05-02 20:24:15,29,進達健保藥局,臺北市中正區中華路二段453號,(02)23039829,121.5096102,25.02490113,中正區,臺北市,True,4.56
2026-05-02 20:24:15,30,活力健康藥妝藥局,臺北市中正區中華路二段315巷1號,(02)23392625,121.5061962,25.02794934,中正區,臺北市,True,4.56
2026-05-02 20:24:15,31,信康藥局,臺北市中正區南昌路一段143號,(02)23961979,121.5185922,25.0295324,中正區,臺北市,True,4.56
2026-05-02 20:24:15,32,保德中華藥局,臺北市中正區中華路二段159號,(02)23027720,121.5042504,25.03101283,中正區,臺北市,True,4.56
2026-05-02 20:24:15,33,71恩典藥局,臺北市中正區信義路二段71號,(02)23223371,121.5263958,25.034666,中正區,臺北市,True,4.56
2026-05-02 20:24:15,34,豐仁藥局,臺北市中正區寧波西街161號,(02)23033908,121.5109466,25.02735594,中正區,臺北市,True,4.56
2026-05-02 20:24:15,35,立赫健保藥局,臺北市中正區新生南路一段16之2號,(02)33223231,121.5326126,25.04322641,中正區,臺北市,True,4.56
2026-05-02 20:24:15,36,宏越藥局,臺北市中正區中華路2段319號1樓,(02)23050880,121.506273,25.02782978,中正區,臺北市,True,4.56
2026-05-02 20:24:15,37,大盛藥局,臺北市中正區中華路一段21巷16號,(02)23316807,121.5105356,25.04645058,中正區,臺北市,True,4.56
2026-05-02 20:24:15,38,北車維康藥局,臺北市中正區青島西路11號,(02)23613509,121.5177666,25.04498758,中正區,臺北市,True,4.56
2026-05-02 20:24:15,39,和眾藥局,臺北市中正區忠孝西路一段6號,(02)23911393,121.5180284,25.04582575,中正區,臺北市,True,4.56
2026-05-02 20:24:15,40,躍獅南門藥局,臺北市中正區中華路二段39巷10號,(02)23141111,121.5073633,25.03483495,中正區,臺北市,True,4.56
2026-05-02 20:24:15,41,桐心藥局,臺北市中正區金華街18之6號1樓,(02)23581663,121.5202152,25.03175306,中正區,臺北市,True,4.56
2026-05-02 20:24:15,42,珍忻藥局,臺北市中正區南昌路一段65號,(02)23965115,121.517452,25.03106799,中正區,臺北市,True,4.56
2026-05-02 20:24:15,43,博昱連雲藥局,臺北市中正區連雲街72號、72之1號,(02)23581898,121.5299712,25.03454651,中正區,臺北市,True,4.56
2026-05-02 20:24:15,44,鈞安藥局,臺北市中正區中華路2段425號1樓,(02)23098282,121.5088598,25.02539709,中正區,臺北市,True,4.56
2026-05-02 20:24:15,45,躍獅東門藥局,臺北市中正區金山南路1段108之1號(1樓),(02)23920339,121.5198716,25.0421407,中正區,臺北市,True,4.56
2026-05-02 20:24:15,46,康呈安藥局,臺北市中正區汀州路2段187號1樓,(02)23672215,121.5219845,25.02403149,中正區,臺北市,True,4.56
2026-05-02 20:24:15,47,汀州藥局,臺北市中正區汀州路1段187、189、191號(1樓),(02)23090705,121.511146,25.0269395,中正區,臺北市,True,4.56
2026-05-02 20:24:15,48,中英大藥局,臺北市中正區永綏街6號1樓,(02)23615654,121.5111801,25.04299801,中正區,臺北市,True,4.56
2026-05-02 20:24:15,49,子榕藥局,臺北市中正區博愛路9號3樓,(02)23116993,121.5115032,25.04591542,中正區,臺北市,True,4.56
2026-05-02 20:24:15,50,愛國藥局,臺北市中正區延平南路210號(1樓),(02)23826211,121.5074698,25.0347608,中正區,臺北市,True,4.56
2026-05-02 20:24:15,51,中力藥局,臺北市中正區襄陽路13之5號1樓、15號(1樓),(02)23313768,121.5155382,25.04349556,中正區,臺北市,True,4.56
2026-05-02 20:24:15,52,專品公園藥局,臺北市中正區公園路32號1樓,(02)23142338,121.516754,25.04410123,中正區,臺北市,True,4.56
2026-05-02 20:24:15,53,日上藥局,臺北市中正區汀州路1段366號1樓、368號1樓,(02)23378096,121.5131885,25.02632858,中正區,臺北市,True,4.56
2026-05-02 20:24:15,54,博醫和平藥局,臺北市中正區中華路2段75巷1弄39號1樓,(02)23120053,121.506759,25.03496529,中正區,臺北市,True,4.56
2026-05-02 20:24:15,55,臨沂中西藥局,臺北市中正區忠孝東路2段134巷26號(1樓),,121.5268527,25.043762,中正區,臺北市,True,4.56
2026-05-02 20:24:15,56,躍獅南寧藥局,臺北市中正區南昌路1段81號1樓,(02)23967072,121.5178122,25.03057386,中正區,臺北市,True,4.56
2026-05-02 20:24:15,57,專品南昌藥局,臺北市中正區南昌路1段66號1樓,(02)23560069,121.5171172,25.03120561,中正區,臺北市,True,4.56
2026-05-02 20:24:15,58,利保肝博愛藥局,臺北市中正區博愛路9號1樓,(02)23123119,121.5115032,25.04591542,中正區,臺北市,True,4.56
2026-05-02 20:24:15,59,南昌春天藥局,臺北市中正區南昌路1段157號1樓,(02)23972886,121.5187816,25.0292682,中正區,臺北市,True,4.56
2026-05-02 20:24:15,60,健歆藥局,臺北市中正區金山南路1段139號1樓,(02)23912858,121.5275891,25.0351731,中正區,臺北市,True,4.56
2026-05-02 20:24:15,61,和平藥局,臺北市中正區中華路2段43號1樓,(02)23755303,121.5063729,25.03508199,中正區,臺北市,True,4.56
2026-05-02 20:24:15,62,立赫景福藥局,臺北市中正區公園路28號1樓,(02)23616162,121.516969,25.04485133,中正區,臺北市,True,4.56
2026-05-02 20:24:15,63,十二願禮藥局,臺北市中正區許昌街4號(1樓),(02)23143004,121.5170434,25.0454278,中正區,臺北市,True,4.56
2026-05-02 20:24:15,64,森詠藥局,臺北市中正區南昌路1段130號1樓,(02)23962120,121.5183291,25.0295693,中正區,臺北市,True,4.56
2026-05-02 20:24:15,65,華山原美學藥局,臺北市中正區金山南路1段58號6樓,(02)23940150,121.5289806,25.04071163,中正區,臺北市,True,4.56
2026-05-02 20:24:15,66,崇信藥局,臺北市中正區齊東街８８號,(02)23417557,121.5271509,25.04162388,中正區,臺北市,True,4.56
2026-05-02 20:24:15,67,民生藥局,臺北市中正區濟南路二段45之1號,(02)23416470,121.5305404,25.040599,中正區,臺北市,True,4.56
2026-05-02 20:24:15,68,新德星中西藥局,臺北市中正區信陽街３號１樓,(02)23614598,121.5168723,25.04469998,中正區,臺北市,True,4.56
2026-05-02 20:24:15,69,東鴻藥局,臺北市中正區臨沂街７１巷３號,(02)23218648,121.5283109,25.0353619,中正區,臺北市,True,4.56
2026-05-02 20:24:15,70,祥全藥局,臺北市中正區信義路二段７９巷１５號之８一樓,(02)23939339,121.5269142,25.035225,中正區,臺北市,True,4.56
2026-05-02 20:24:15,71,新介春藥局,臺北市大同區酒泉街１６６號,(02)25862265,121.5117089,25.07201415,大同區,臺北市,True,3.38
2026-05-02 20:24:15,72,惠眾藥局,臺北市大同區重慶北路三段三三五巷四十三號,(02)25981269,121.5136876,25.070191,大同區,臺北市,True,3.38
2026-05-02 20:24:15,73,柯藥局,臺北市大同區重慶北路三段３３５巷６號,(02)25948515,121.5143673,25.0745193,大同區,臺北市,True,3.38
2026-05-02 20:24:15,74,時春藥局,臺北市大同區赤峰街４號,(02)25597918,121.5191148,25.05355692,大同區,臺北市,True,3.38
2026-05-02 20:24:15,75,裕仁藥局,臺北市大同區迪化街二段270之1號,(02)25910064,121.5114585,25.07068401,大同區,臺北市,True,3.38
2026-05-02 20:24:15,76,健康藥局,臺北市大同區寧夏路２３號之４,(02)25551219,121.5151234,25.05512088,大同區,臺北市,True,3.38
2026-05-02 20:24:15,77,泰元藥局,臺北市大同區哈密街九十一號,(02)25914592,121.5146192,25.0730297,大同區,臺北市,True,3.38
2026-05-02 20:24:15,78,正中藥局,臺北市大同區民族西路二一三號,(02)25976937,121.5142206,25.0687427,大同區,臺北市,True,3.38
2026-05-02 20:24:15,79,保慶藥局,臺北市大同區保安街21號,(02)25538988,121.5129438,25.05925826,大同區,臺北市,True,3.38
2026-05-02 20:24:15,80,快安藥局,臺北市大同區南京西路282、284號,(02)25561925,121.514593,25.0534849,大同區,臺北市,True,3.38
2026-05-02 20:24:15,81,得意藥師藥局,臺北市大同區延平北路二段229號,(02)25534294,121.5114674,25.0602889,大同區,臺北市,True,3.38
2026-05-02 20:24:15,82,健康美藥局,臺北市大同區民族西路165號,(02)25976707,121.515522,25.06872156,大同區,臺北市,True,3.38
2026-05-02 20:24:15,83,宏泰藥師藥局,臺北市大同區酒泉街123號1樓,(02)25957025,121.5146752,25.07212952,大同區,臺北市,True,3.38
2026-05-02 20:24:15,84,儷安藥局,臺北市大同區錦西街53巷16號,(02)25578033,121.5158324,25.06065271,大同區,臺北市,True,3.38
2026-05-02 20:24:15,85,富康藥局,臺北市大同區延平北路二段126號,(02)25537782,121.5114593,25.05733357,大同區,臺北市,True,3.38
2026-05-02 20:24:15,86,佳禾藥局,臺北市大同區大龍街262號,(02)25953806,121.5158326,25.07060943,大同區,臺北市,True,3.38
2026-05-02 20:24:15,87,躍獅雙蓮藥局,臺北市大同區涼州街4號,(02)25537551,121.5146778,25.0607761,大同區,臺北市,True,3.38
2026-05-02 20:24:15,88,延平新聖安藥局,臺北市大同區延平北路三段35號,(02)25923399,121.5112006,25.06474679,大同區,臺北市,True,3.38
2026-05-02 20:24:15,89,旭豐藥局,臺北市大同區昌吉街96號,(02)25853880,121.5151208,25.06582371,大同區,臺北市,True,3.38
2026-05-02 20:24:15,90,中興聯合藥局,臺北市大同區鄭州路127號(實際營業地址：1樓),(02)25502952,121.5108035,25.050385,大同區,臺北市,True,3.38
2026-05-02 20:24:15,91,躍獅文昌藥局,臺北市大同區民生西路108號(實際營業:一層),(02)25586189,121.519676,25.05740036,大同區,臺北市,True,3.38
2026-05-02 20:24:15,92,新聖安藥局,臺北市大同區昌吉街130號,(02)25977877,121.5142818,25.06583938,大同區,臺北市,True,3.38
2026-05-02 20:24:15,93,大同民生藥局,臺北市大同區民生西路128號(1樓、2樓)及130號(1樓、2樓),(02)25558886,121.5191196,25.0573343,大同區,臺北市,True,3.38
2026-05-02 20:24:15,94,123宅藥局,臺北市大同區鄭州路123號(1樓),,121.510881,25.050355,大同區,臺北市,True,3.38
2026-05-02 20:24:15,95,慶福藥局,臺北市大同區南京西路 233巷2號(1樓),(02)25503628,121.5104049,25.0539876,大同區,臺北市,True,3.38
2026-05-02 20:24:15,96,延平藥局,臺北市大同區延平北路3段4號1樓,(02)25986800,121.5110505,25.06343661,大同區,臺北市,True,3.38
2026-05-02 20:24:15,97,立赫大龍藥局,臺北市大同區大龍街263號(1樓),(02)25953233,121.5159775,25.0716743,大同區,臺北市,True,3.38
2026-05-02 20:24:15,98,春鄰藥局,臺北市大同區華亭街1號(1樓),(02)25526289,121.5133706,25.0522164,大同區,臺北市,True,3.38
2026-05-02 20:24:15,99,德芳藥局,臺北市大同區民生西路91號1樓,(02)25576869,121.5193694,25.05761803,大同區,臺北市,True,3.38
2026-05-02 20:24:15,100,光年藥局,臺北市大同區民族西路258號1樓,,121.5121469,25.06853408,大同區,臺北市,True,3.38
2026-05-02 20:24:15,101,圓保藥局,臺北市大同區酒泉街131號(1樓),(02)25850045,121.5144821,25.0721497,大同區,臺北市,True,3.38
2026-05-02 20:24:15,102,慈仁藥局,臺北市大同區歸綏街２６１號１樓,(02)25572733,121.5101298,25.05832209,大同區,臺北市,True,3.38
2026-05-02 20:24:15,103,三省大藥局,臺北市大同區民族西路３０３巷１９號１樓,(02)25353540,121.510236,25.06926528,大同區,臺北市,True,3.38
2026-05-02 20:24:15,104,三銘大藥局,臺北市大同區迪化街一段80號,(02)25583392,121.509909,25.05580837,大同區,臺北市,True,3.38
2026-05-02 20:24:15,105,弘仁全民藥局,臺北市大同區重慶北路2段119號1樓,(02)225579235,121.5138797,25.05756886,大同區,臺北市,True,3.38
2026-05-02 20:24:15,106,建祥藥局,臺北市大同區寧夏路17號、17-1號,(02)25564339,121.5150437,25.05485023,大同區,臺北市,True,3.38
2026-05-02 20:24:15,107,華南藥局,臺北市大同區迪化街二段二一五號之一,(02)25921093,121.5116909,25.07036682,大同區,臺北市,True,3.38
2026-05-02 20:24:15,108,德葳藥局,臺北市大同區延平北路二段二一一號一樓,(02)25573474,121.5115042,25.05973935,大同區,臺北市,True,3.38
2026-05-02 20:24:15,109,酒泉春天藥局,臺北市大同區酒泉街94號1樓、2樓,(02)25977932,121.514555,25.07193436,大同區,臺北市,True,3.38
2026-05-02 20:24:15,110,弘元中西藥局,臺北市中山區長安東路2段64號1樓,(02)25185688,121.5335125,25.048345,中山區,臺北市,True,5.15
2026-05-02 20:24:15,111,錦西春天生活藥局,臺北市中山區錦西街10號1樓,(02)25312658,121.5215743,25.06024008,中山區,臺北市,True,5.15
2026-05-02 20:24:15,112,喜康中西藥局,臺北市中山區錦州街185號1樓,(02)25222488,121.5311529,25.06041838,中山區,臺北市,True,5.15
2026-05-02 20:24:15,113,沛久藥局,臺北市中山區林森北路291號(1樓),,121.5256357,25.0556793,中山區,臺北市,True,5.15
2026-05-02 20:24:15,114,艾禾藥局,臺北市中山區大直街63號1樓,,121.546436,25.08352992,中山區,臺北市,True,5.15
2026-05-02 20:24:15,115,中崙藥局,臺北市中山區八德路2段307號(1樓),(02)27114971,121.542655,25.047402,中山區,臺北市,True,5.15
2026-05-02 20:24:15,116,錦州藥局,臺北市中山區錦州街244號1樓,(02)25026650,121.5338696,25.06026262,中山區,臺北市,True,5.15
2026-05-02 20:24:15,117,農安藥局,臺北市中山區農安街18之1號1樓,(02)25959293,121.5247732,25.06483218,中山區,臺北市,True,5.15
2026-05-02 20:24:15,118,吉林藥局,臺北市中山區吉林路371號(1樓),(02)25865990,121.5304933,25.0650386,中山區,臺北市,True,5.15
2026-05-02 20:24:15,119,滿順藥局,臺北市中山區伊通街54號(1樓),(02)25075283,121.5346392,25.0514481,中山區,臺北市,True,5.15
2026-05-02 20:24:15,120,躍獅冠冠藥局,臺北市中山區中原街17號1樓,(02)25433431,121.5289329,25.05585818,中山區,臺北市,True,5.15
2026-05-02 20:24:15,121,永直藥局,臺北市中山區北安路595巷2弄6號1樓,(02)85098059,121.5482952,25.08192618,中山區,臺北市,True,5.15
2026-05-02 20:24:15,122,中山伊通藥局,臺北市中山區伊通街97之2號,,121.5348936,25.05317459,中山區,臺北市,True,5.15
2026-05-02 20:24:15,123,杏一龍錦藥局,臺北市中山區龍江路279號1樓,(02)25174618,121.5408299,25.05973159,中山區,臺北市,True,5.15
2026-05-02 20:24:15,124,十二願湛藥局,臺北市中山區樂群二路178號1樓,(02)85022178,121.5579856,25.07958071,中山區,臺北市,True,5.15
2026-05-02 20:24:15,125,明水藥局,臺北市中山區明水路651號1樓,(02)25331121,121.5508491,25.08301872,中山區,臺北市,True,5.15
2026-05-02 20:24:15,126,起點藥局,臺北市中山區雙城街3巷18號1樓,,121.5252291,25.06326224,中山區,臺北市,True,5.15
2026-05-02 20:24:15,127,吉林台安藥局,臺北市中山區吉林路399號1樓,(02)25969580,121.5305078,25.06587178,中山區,臺北市,True,5.15
2026-05-02 20:24:15,128,農安台安藥局,臺北市中山區農安街267號1樓,(02)25038205,121.5358091,25.06476458,中山區,臺北市,True,5.15
2026-05-02 20:24:15,129,美康正康藥局,臺北市中山區北安路616之1號(1樓) 、618號2樓之1,(02)25323077,121.5490517,25.0824259,中山區,臺北市,True,5.15
2026-05-02 20:24:15,130,易康藥局,臺北市中山區堤頂大道2段302號(1樓)、304號(1樓),(02)85029138,121.5643243,25.0783725,中山區,臺北市,True,5.15
2026-05-02 20:24:15,131,星安藥局,臺北市中山區龍江路278號1樓,(02)25168112,121.5406644,25.06084117,中山區,臺北市,True,5.15
2026-05-02 20:24:15,132,躍健康藥局,臺北市中山區八德路2段298號(1樓),(02)27772715,121.5421421,25.0469978,中山區,臺北市,True,5.15
2026-05-02 20:24:15,133,大信藥局,臺北市中山區林森北路159巷6號,(02)25719080,121.5255415,25.05169934,中山區,臺北市,True,5.15
2026-05-02 20:24:15,134,承恩藥局,臺北市中山區林森北路119巷55號1樓,(02)25625117,121.5269316,25.05036026,中山區,臺北市,True,5.15
2026-05-02 20:24:15,135,明美藥局,臺北市中山區長春路６９號１樓,(02)25365419,121.5265867,25.0550218,中山區,臺北市,True,5.15
2026-05-02 20:24:15,136,長生藥局,臺北市中山區松江路３６２巷５５號１樓,(02)25816210,121.5313135,25.06206744,中山區,臺北市,True,5.15
2026-05-02 20:24:15,137,能康藥局,臺北市中山區長春路４６號,(02)25429426,121.5256293,25.05481774,中山區,臺北市,True,5.15
2026-05-02 20:24:15,138,貢玄藥局,臺北市中山區錦州街２0７號,(02)25637847,121.5319628,25.06039407,中山區,臺北市,True,5.15
2026-05-02 20:24:15,139,建元藥局,臺北市中山區德惠街79巷8號,(02)25986171,121.5284529,25.0670582,中山區,臺北市,True,5.15
2026-05-02 20:24:15,140,榮昌藥局,臺北市中山區雙城街十七之三號,,121.5244152,25.06463068,中山區,臺北市,True,5.15
2026-05-02 20:24:15,141,華友藥局,臺北市中山區龍江路３５６巷２７號１樓,(02)25007159,121.5398617,25.06607623,中山區,臺北市,True,5.15
2026-05-02 20:24:15,142,惠友藥局,臺北市中山區一江街６０號一樓,(02)25712813,121.5314085,25.05444439,中山區,臺北市,True,5.15
2026-05-02 20:24:15,143,康仁藥局,臺北市中山區北安路578巷8弄3號,(02)25323739,121.548865,25.08063238,中山區,臺北市,True,5.15
2026-05-02 20:24:15,144,名章藥局,臺北市中山區興安街５１－５號１樓,(02)25034331,121.5412817,25.05620776,中山區,臺北市,True,5.15
2026-05-02 20:24:15,145,大直藥局,臺北市中山區北安路617號1樓,(02)25320522,121.5488379,25.08272832,中山區,臺北市,True,5.15
2026-05-02 20:24:15,146,慈海藥局,臺北市中山區中原街一四三號,(02)25940989,121.5291312,25.06427377,中山區,臺北市,True,5.15
2026-05-02 20:24:15,147,蓁榛健康生活藥局,臺北市中山區合江街100之2號1樓,(02)25097780,121.53911,25.05845421,中山區,臺北市,True,5.15
2026-05-02 20:24:15,148,中興藥局,臺北市中山區長安東路2段226號,(02)27774628,121.5427089,25.04818087,中山區,臺北市,True,5.15
2026-05-02 20:24:15,149,王中興藥局,臺北市中山區龍江路273號,(02)25034281,121.5408259,25.05955642,中山區,臺北市,True,5.15
2026-05-02 20:24:15,150,興耀生活藥局,臺北市中山區林森北路405號(1樓),(02)25818210,121.5256883,25.0593503,中山區,臺北市,True,5.15
2026-05-02 20:24:15,151,視美藥局,臺北市中山區民權東路三段６０巷８號１樓,(02)25019597,121.5423043,25.06160802,中山區,臺北市,True,5.15
2026-05-02 20:24:15,152,百源堂大藥局,臺北市中山區長安東路二段四十七之五號一樓,(02)25630711,121.5322474,25.04857182,中山區,臺北市,True,5.15
2026-05-02 20:24:15,153,名祥藥局,臺北市中山區龍江路１６６號,(02)25036265,121.5404011,25.05505954,中山區,臺北市,True,5.15
2026-05-02 20:24:15,154,順泰藥局,臺北市中山區錦州街266號1樓,(02)25038916,121.5347502,25.06025322,中山區,臺北市,True,5.15
2026-05-02 20:24:15,155,優豐藥局,臺北市中山區民生東路一段三十二號,(02)25602565,121.524223,25.05793492,中山區,臺北市,True,5.15
2026-05-02 20:24:15,156,泰興藥局,臺北市中山區新生北路二段６２巷３２號,(02)25371586,121.5263361,25.05613101,中山區,臺北市,True,5.15
2026-05-02 20:24:15,157,阿里藥局,臺北市中山區錦州街251號1樓,(02)25020638,121.5341938,25.06039343,中山區,臺北市,True,5.15
2026-05-02 20:24:15,158,良佑藥局,臺北市中山區撫順街６之２號１樓,(02)25916402,121.5214126,25.06365813,中山區,臺北市,True,5.15
2026-05-02 20:24:15,159,第一藥局,臺北市中山區合江街１７巷６號,(02)25030124,121.5394128,25.05510083,中山區,臺北市,True,5.15
2026-05-02 20:24:15,160,立大藥局,臺北市中山區吉林路144巷14號,(02)25313844,121.5295776,25.05598437,中山區,臺北市,True,5.15
2026-05-02 20:24:15,161,長青藥局,臺北市中山區興安街５５號１樓,(02)25053160,121.5418871,25.05620708,中山區,臺北市,True,5.15
2026-05-02 20:24:15,162,晏晟藥局,臺北市中山區林森北路６２５號,(02)25851445,121.5258586,25.0670343,中山區,臺北市,True,5.15
2026-05-02 20:24:15,163,美日藥局,臺北市中山區天津街六十六號一樓,(02)25631662,121.5232742,25.05136434,中山區,臺北市,True,5.15
2026-05-02 20:24:15,164,人人藥局,臺北市中山區吉林路二六七號一樓,(02)25630798,121.5303983,25.06208985,中山區,臺北市,True,5.15
2026-05-02 20:24:15,165,文德藥局,臺北市中山區龍江路356巷22號1樓,(02)25181178,121.5399659,25.065915,中山區,臺北市,True,5.15
2026-05-02 20:24:15,166,展佑藥局,臺北市中山區長春路一四六之一號,(02)25232803,121.5317112,25.05472764,中山區,臺北市,True,5.15
2026-05-02 20:24:15,167,祥泰藥局,臺北市中山區林森北路136號,(02)25614200,121.5250871,25.05141934,中山區,臺北市,True,5.15
2026-05-02 20:24:15,168,嘉恩藥局,臺北市中山區錦州街321號,(02)25181418,121.538508,25.06032598,中山區,臺北市,True,5.15
2026-05-02 20:24:15,169,樂活苑藥局,臺北市中山區北安路546號1樓,(02)25323296,121.547952,25.08014025,中山區,臺北市,True,5.15
2026-05-02 20:24:15,170,麗亞藥局,臺北市中山區雙城街32號,(02)25981065,121.5242361,25.06634085,中山區,臺北市,True,5.15
2026-05-02 20:24:15,171,大愛藥師藥局,臺北市中山區吉林路255號,(02)25424723,121.5303915,25.06164733,中山區,臺北市,True,5.15
2026-05-02 20:24:15,172,久大藥局,臺北市中山區林森北路480號,(02)25111594,121.5254776,25.06126938,中山區,臺北市,True,5.15
2026-05-02 20:24:15,173,專心藥局,臺北市中山區伊通街112之2號,(02)25155847,121.5347251,25.0542576,中山區,臺北市,True,5.15
2026-05-02 20:24:15,174,康林藥局,臺北市中山區興安街105號,(02)25171867,121.5437701,25.05616582,中山區,臺北市,True,5.15
2026-05-02 20:24:15,175,民生興安藥局,臺北市中山區民生東路3段90之1號,(02)25018310,121.543538,25.05745882,中山區,臺北市,True,5.15
2026-05-02 20:24:15,176,啟美藥師藥局,臺北市中山區錦州街282號,(02)25178032,121.5352375,25.06023864,中山區,臺北市,True,5.15
2026-05-02 20:24:15,177,龍江藥局,臺北市中山區龍江路356巷14號,(02)25023724,121.5402935,25.06591256,中山區,臺北市,True,5.15
2026-05-02 20:24:15,178,躍獅晴光藥局,臺北市中山區農安街23之2號,(02)25951393,121.5245403,25.06500749,中山區,臺北市,True,5.15
2026-05-02 20:24:15,179,德惠藥局,臺北市中山區德惠街122號,(02)25971131,121.5300424,25.06652212,中山區,臺北市,True,5.15
2026-05-02 20:24:15,180,金生藥局,臺北市中山區長安東路2段167之1號,(02)87729808,121.5406803,25.04842621,中山區,臺北市,True,5.15
2026-05-02 20:24:15,181,興康源藥局,臺北市中山區中山北路1段140巷8號,(02)25311248,121.5214016,25.05143389,中山區,臺北市,True,5.15
2026-05-02 20:24:15,182,富宥康藥局,臺北市中山區北安路608巷5弄22號,(02)25324769,121.5496274,25.08262868,中山區,臺北市,True,5.15
2026-05-02 20:24:15,183,淮濟藥師藥局,臺北市中山區北安路570號(實際營業地址:1樓及地下1樓),(02)85098636,121.548559,25.080761,中山區,臺北市,True,5.15
2026-05-02 20:24:15,184,逸帆藥局,臺北市中山區錦州街189號,,121.5312441,25.0604171,中山區,臺北市,True,5.15
2026-05-02 20:24:15,185,正傑健保藥局,臺北市中山區長安東路二段181號,(02)27310181,121.5425691,25.04838455,中山區,臺北市,True,5.15
2026-05-02 20:24:15,186,中山藥局,臺北市中山區林森北路128號,(02)25236979,121.5250397,25.05124953,中山區,臺北市,True,5.15
2026-05-02 20:24:15,187,保德明水藥局,臺北市中山區北安路608巷4弄1號,(02)85097769,121.5492907,25.08191229,中山區,臺北市,True,5.15
