data_time,city,district,name,address,latitude,longitude,phone,certification_level,eco_attributes,data_source
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,EN壽司．和食,臺北市大安區敦化南路一段246號,25.040146203265,121.548441975167,(02)27730246,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,Fun 心 caf?,臺北市松山區敦化北路244巷29號,25.06100000118,121.548091779253,(02)27125565,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,GUSTOSO,臺北市大安區敦化南路一段331號,25.034060564374,121.549229622609,(02)77269099,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,inn cafe x 台北師大店,臺北市大安區龍泉街7號,25.025843281777,121.529353783247,(02)23690055,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,JeeWoo吉屋,臺北市大安區金華街145號,25.030565017383,121.525141876901,(02)23918563,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,KANPAI CLASSIC 天母店,臺北市士林區台北市士林區忠誠路二段 200 號 2 樓,25.117079794927,121.534037339284,(02)28771550,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,Lady nara台北忠孝SOGO店,臺北市大安區忠孝東路四段45號,25.041902421527,121.544882767622,(02)27712585,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,LIFE KITCHEN,臺北市內湖區新湖三路134號,25.064401503217,121.577834208299,(02)27931818,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Los TOAST 洛城吐司,臺北市北投區實踐街82巷6號,25.115033856181,121.510690218541,(02)28208206,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Machikaka 智允餐飲,臺北市中山區南京東路三段216巷4號一樓,25.051396896621,121.543375366155,(02)27772777,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,Mama Inca印加媽媽 秘魯餐館,臺北市大安區瑞安街31巷1-1號,25.030760357636,121.543950783808,(02)27092832,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Maya Bistro 瑪亞餐酒,臺北市中山區雙城街46巷1號,25.067566342218,121.524150549213,(02)25850305,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,meet蘋果咖啡館,臺北市中正區博愛路86號,25.044447376879,121.511384659219,(02)23820025,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,Mentari萌太利(微風台大醫院商場),臺北市中正區中山南路77號,25.036788965075,121.517213353785,(02)23952298,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,Miso微笑韓國料理,臺北市大安區金山南路二段6號,25.033675164466,121.527032750438,(02)23670281,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,萬華區,mister donut,臺北市萬華區台北市萬華區桂林路1號,25.037675427756,121.506303549514,(02)23816949,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Mos摩斯漢堡(北榮美食街),臺北市北投區石牌路二段201號生活廣場,25.118886737357,121.520675945258,(02)28710185,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,Mos摩斯漢堡(微風台大醫院商場),臺北市中正區中山南路77號,25.036788965075,121.517213353785,(02)23952298,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,N° 168 PRIME,臺北市大安區敦化南路一段246號7F,25.040146203265,121.548441975167,(02)66176168,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,Nara Thai Cuisine 台北忠孝SOGO 店,臺北市大安區忠孝東路四段45號,25.041902421527,121.544882767622,(02)27718939,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,OEC蚌麵,臺北市中正區台北市中正區中山南路8號,25.044343147913,121.518750591911,(02)23117819,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,omo cafe （天母SOGO店）,臺北市士林區中山北路六段77號,25.105007004507,121.52427803796,(02)28341668,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,Oohchacha自然食(古亭店),臺北市中正區南昌路二段207號,25.025023070641,121.523421155998,(02)23677133,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,PAI CAF? & LIFE,臺北市松山區八德路二段366巷11號,25.047587656904,121.546035614585,,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,PAI Coffee,臺北市中山區民生東路二段147巷6弄1號,25.05924524975,121.534741000056,(02)25179787,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,PARADE 和巴黎人吃一樣的日常,臺北市大安區忠孝東路四段170巷11號,25.040522089713,121.550903237216,(02)27110800,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,pd by petit doux 忠孝SOGO店,臺北市大安區台北市大安區忠孝東路四段45號,25.041902421527,121.544882767622,(02)27213008,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,petit doux 微兜  永康店,臺北市大安區台北市大安區信義路二段 198 巷 7-3 號,25.033558385686,121.530198440635,(02)23951336,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大同區,petit doux 微兜  京站店,臺北市大同區台北市大同區承德路一段1號,25.049090071139,121.516784113607,(02)77290009,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,PINK SALT｜披薩｜義麵,臺北市信義區忠孝東路五段423巷28號,25.042385680155,121.575456010911,(02)27564233,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,Plants,臺北市大安區復興南路1段253巷10號,25.036750610469,121.544189165134,(02)27845677,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,PRIME ONE 牛排館,臺北市中正區中華路二段1號,25.036455609387,121.506864550294,(02)23143300,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,Q Burger士林大南店,臺北市士林區大南路315號,25.088781525888,121.518258741832,(02)28820058,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,Q Burger士林延平店,臺北市士林區延平北路五段179號,25.083091931922,121.510030143666,(02)28110658,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,Q Burger士林忠義店,臺北市士林區忠義街113-1號一樓,25.107074987659,121.532665054096,(02)28343148,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,Q Burger士林社子店,臺北市士林區社子街36號,25.087436900981,121.507658819439,(02)28168058,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,Q Burger士林通河店,臺北市士林區通河街125號,25.080739592705,121.521261810102,(02)28853848,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger大同大龍店,臺北市信義區大龍街150號,25.067776225073,121.515838970205,(02)25996128,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,Q Burger大安樂業店,臺北市大安區樂業街153號,25.019634680366,121.55366960054,(02)27360209,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger大橋頭店,臺北市信義區民權西路226號,25.062797206949,121.513242424239,(02)25500147,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Q Burger中山中原店,臺北市中山區中原街41號,25.056967299924,121.528940471601,(02)25232521,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Q Burger中山天祥店,臺北市中山區天祥路22號,25.061153683374,121.520960480683,(02)25311238,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,Q Burger中山吉林店,臺北市士林區吉林路397號,25.065791977134,121.530505289105,(02)25910182,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Q Burger中山復興店,臺北市中山區復興北路514巷34號一樓,25.065887991835,121.54269358215,(02)25090565,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Q Burger中山農安店,臺北市中山區農安街170號,25.064584983077,121.534458949014,(02)25150024,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Q Burger中山榮星店,臺北市中山區行仁里五常街63號,25.064385577601,121.539991508024,(02)25016190,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,Q Burger中山錦州店,臺北市中山區吉林路205號,25.060113070095,121.530363802579,(02)25222997,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,Q Burger中正寧波店,臺北市中正區寧波西街100號,25.029555752422,121.51451404277,(02)23325085,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,Q Burger內湖金龍店,臺北市內湖區金龍路74號,25.084944919257,121.592370523881,(02)27928292,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,Q Burger內湖星雲店,臺北市內湖區星雲街14號,25.077784175555,121.590517452727,(02)27922009,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,Q Burger內湖達人店,臺北市內湖區內湖路二段326號,25.081545261238,121.588763288031,(02)27909865,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,Q Burger內湖麗山店,臺北市內湖區內湖路一段629巷41號,25.081579668951,121.575040771428,(02)26276424,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山木新店,臺北市文山區木新路二段229號,24.983356043223,121.56727376467,(02)29396817,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山世新店,臺北市文山區木柵路一段101號,24.987155224656,121.547615268057,(02)22369201,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山景福店,臺北市文山區景福街234號,24.993631669783,121.539380048187,(02)89351881,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山景興店,臺北市文山區景興路99號,24.995333657132,121.544821244453,(02)29320217,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山萬隆店,臺北市文山區萬隆里景福街4號,24.999627748038,121.539496221365,(02)29331380,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山福興店,臺北市文山區福興路45號,25.003121199553,121.550664185337,(02)29308228,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山興隆店,臺北市文山區興隆路四段112號,24.983037237536,121.562082349119,(02)29371568,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,文山區,Q Burger文山興德店,臺北市文山區興隆路二段215之2號,25.001117758006,121.550156988891,(02)29343805,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Q Burger北投大興店,臺北市北投區大興街48號,25.130107284118,121.499485122738,(02)28941027,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Q Burger北投中和店,臺北市北投區中和街402號,25.1435658965,121.49816220696,(02)28915262,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Q Burger北投立農店,臺北市北投區立農街二段259號,25.118900763392,121.514464840998,(02)28236017,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Q Burger北投知行店,臺北市北投區知行路249號,25.120835935288,121.46708948606,(02)28585885,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Q Burger北投致遠店,臺北市北投區致遠一路一段95號,25.109373012143,121.515206136515,(02)28250606,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Q Burger北投實踐店,臺北市北投區實踐街61號,25.115294407641,121.509812214184,(02)28250909,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,Q Burger北投懷德店,臺北市北投區建民路161-5號,25.111066282313,121.519605210759,(02)28202320,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,Q Burger松山民生店,臺北市松山區民生東路四段103號,25.058168384739,121.552521950357,(02)25471072,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,Q Burger松山南京五店,臺北市松山區南京東路五段250巷18弄2-1號,25.050048499857,121.566223428383,(02)27565258,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,Q Burger松山撫遠店,臺北市松山區撫遠街352號,25.062741634931,121.565930732324,(02)27533262,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger信義永吉店,臺北市信義區永吉路120巷1號,25.045445284362,121.570416223989,(02)27653337,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger信義吳興店,臺北市信義區吳興街281巷59號,25.026563999721,121.565778181686,(02)27200965,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger信義松山店,臺北市信義區松山路465巷2號,25.039514584951,121.578491433327,(02)27279620,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger信義松仁店,臺北市信義區松仁路227號,25.026309315593,121.568693742887,(02)27208119,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger信義虎林店,臺北市信義區信義路六段106號,25.035876042692,121.577795483907,(02)27279868,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,Q Burger信義信安店,臺北市信義區信安街127號,25.024213714071,121.55593765972,(02)87321008,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,南港區,Q Burger南港福德店,臺北市南港區福德街312號,25.039387892484,121.587649416918,(02)26519876,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,萬華區,Q Burger萬華青年店,臺北市萬華區青年路140號,25.021824704028,121.502456088319,(02)23070701,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,萬華區,Q Burger萬華國興店,臺北市萬華區國興路98號,25.027209657723,121.505611036674,(02)23056683,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,萬華區,Q Burger萬華雙園店,臺北市萬華區雙園街15號,25.029171274523,121.495013880308,(02)23087655,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,萬華區,Q Burger萬華寶興店,臺北市萬華區寶興街149號,25.024438055709,121.495162407633,(02)23010052,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,SAISON du SOLEIL,臺北市大安區敦化南路一段246號,25.040146203265,121.548441975167,(02)27310258,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,Sarabeth's,臺北市大安區敦化南路一段246號,25.040146203265,121.548441975167,(02)27526998,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,Sarabeth's 天母店,臺北市士林區中山北路六段77號,25.105007004507,121.52427803796,(02)28335669,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,SKYLARK加州風洋食館-士林中山北店,臺北市士林區台北市士林區中山北路5段565號,25.095191083427,121.527780500021,(02)28837742,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,SKYLARK加州風洋食館-內湖大潤發2店,臺北市內湖區台北市內湖區舊宗路188號,25.0695059,121.5888703,(02)27966280,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,SKYLARK加州風洋食館-和平公園店,臺北市中正區台北市中正區懷寧街90號,25.042784994022,121.513982965385,(02)23756364,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,SKYLARK加州風洋食館-東湖康寧店,臺北市內湖區台北市內湖區康寧路3段72號,25.070210204027,121.61127364338,(02)26332850,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,SKYLARK加州風洋食館-寶慶遠百店,臺北市中正區台北市中正區寶慶路32號,25.041688305811,121.509114001649,(02)23754730,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,萬華區,Twinkle Twinkle Cafe & Brunch 小星星 早午餐&輕食,臺北市萬華區中華路二段416巷84號,25.026938880341,121.503370051041,(02)23039889,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,UCC Caf? Mercado (天母SOGO店),臺北市士林區中山北路六段77號,25.105007004507,121.52427803796,(02)28350652,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,UCC Caf? Mercado (忠孝SOGO店),臺北市大安區忠孝東路四段45號,25.041902421527,121.544882767622,(02)27416800,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,一雙牛肉麵,臺北市中正區台北市中正區中山南路8號,25.044343147913,121.518750591911,(02)23117819,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,九湯屋日本拉麵(台北南京店),臺北市中山區南京東路一段132巷33號,25.050589593617,121.52698153701,(02)25813100,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,二本餐廳,臺北市大安區忠孝東路四段101巷27號,25.04286743004,121.548282970464,(02)87737033,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,十八廚,臺北市松山區興安街212號,25.055994160965,121.545865042855,(02)27547890,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,十六饗雀-泰式酸辣湯,臺北市大安區師大路106號,25.022083788655,121.528174365651,(02)33651606,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,十里安?手麵 瑞光旗艦店,臺北市內湖區台北市內湖區瑞光路413號,25.078489847983,121.571471589418,(02)87975398,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,十勝石燒(北榮美食街),臺北市北投區石牌路二段201號生活廣場,25.118886737357,121.520675945258,,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,三友拉麵(龍江店),臺北市中山區龍江路93號,25.051352891629,121.540570194619,(02)8772997,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,三合院 (忠孝SOGO店),臺北市大安區忠孝東路四段45號11F,25.041902421527,121.544882767622,(02)27816667,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,下港老麵攤(台師大店),臺北市大安區和平東路一段162號,25.026455244527,121.527570617165,,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,大井屋(微風．三總商店街),臺北市內湖區成功路二段325號,25.071800418697,121.591982106488,(02)87923311,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,大心新泰式麵食（天母SOGO店）,臺北市士林區中山北路六段77號,25.105007004507,121.52427803796,(02)28325366,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,大戶屋大安店,臺北市大安區復興南路一段323號,25.03376049224,121.543808207635,(02)89782668,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,大戶屋大葉?島屋店,臺北市士林區忠誠路二段55號,25.11181105632,121.531438194928,(02)28326050,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,大戶屋台北凱撒店,臺北市中正區忠孝西路一段38號,25.046214533526,121.516436264625,(02)23612377,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,大戶屋民權東路一段店,臺北市中山區民權東路一段9號,25.062943219702,121.523327194864,(02)25958663,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,大戶屋行天宮站店,臺北市中山區松江路276號,25.059809351833,121.532950541718,(02)25625811,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大同區,大戶屋京站店,臺北市大同區承德路一段1號,25.049090071139,121.516784113607,(02)25553255,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,大安區,大戶屋忠孝復興店,臺北市大安區忠孝東路四段52號,25.041391628348,121.545059374322,(02)27785077,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,內湖區,大戶屋東湖店,臺北市內湖區康寧路三段187號,25.069969978682,121.611974035209,(02)26338839,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,大戶屋松山車站店,臺北市信義區松山路11號,25.048455854435,121.578252465268,(02)25287775,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,大戶屋南京復興店,臺北市松山區南京東路三段258號,25.051629997348,121.544829207261,(02)27715337,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,南港區,大戶屋南港車站店,臺北市南港區忠孝東路7段369號,25.052670191532,121.607208336521,(02)26512778,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,大戶屋美麗華店,臺北市中山區敬業三路20號,25.08292588642,121.556711979935,(02)85012772,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,信義區,大戶屋統一時代店,臺北市信義區忠孝東路五段8號,25.040864616186,121.565417005478,(02)89780886,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,大戶屋微風台北車站店,臺北市中正區北平西路3號,25.04717593782,121.517057698926,(02)23319337,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,松山區,大戶屋微風廣場店,臺北市松山區復興南路一段39號GF,25.046129415299,121.544125546489,(02)87720835,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,大戶屋新北投店,臺北市北投區中心里泉源路１２號,25.137092468858,121.504342687085,(02)28951255,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,大戶屋誠品南西店,臺北市中山區南京西路14號,25.052433277039,121.520663509853,(02)25311808,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,大地酒店-月兒彎彎,臺北市北投區奇岩路1號,25.134627895958,121.507277694301,(02)55518888,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,大地酒店-奇岩一號,臺北市北投區奇岩路1號,25.134627895958,121.507277694301,(02)55518888,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,大地酒店-喜歡廳,臺北市北投區奇岩路一號,25.134627895958,121.507277694301,(02)55518888,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中山區,大根日本料亭,臺北市中山區中山北路二段39巷14-1號,25.053887243873,121.524054157326,(02)25817776,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,士林區,大衛小小羊,臺北市士林區國泰街9號,25.136655478336,121.542538265485,(02)28619668,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,萬華區,小小蔬房,臺北市萬華區漢口街二段125號,25.046447382796,121.503945720151,(02)23111168,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,中正區,小南門(微風台大醫院商場),臺北市中正區中山南路77號,25.036788965075,121.517213353785,(02)23952298,認證中,[],臺北市環保局
2026-05-03T00:11:42.407505+08:00,臺北市,北投區,小南門/小南門點心世界(北榮美食街),臺北市北投區石牌路二段201號生活廣場,25.118886737357,121.520675945258,(02)28751220,認證中,[],臺北市環保局
